keyword,source_url,rating,date,variant,comment,username,timestamp
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-11-13,Q82 V9 ĐEN,"Build ổn toàn bộ sản phẩm làm từ nhựa cho nên cầm khá nhẹ, cảm giác nhấn theo cá nhân t thấy vẫn ở mức chấp nhận đc khá là ngon cho các bạn mới nhập môn chơi bàn phím cơ, cũng có thể dễ dàng mod lại nếu thích, còn về phần chất âm cũng như lực nhấn thì t thấy nó làm ở mức chấp nhận đc. Có nhiều chế độ Led và t thấy ở mẫu này hình như là led rainbow. Sản phẩm vẫn rất đáng mua.",ndphuongduy,1763042419
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-05-18,104Đen phím TrụcXanh,Xài ngon đẹp nghe thích tai đặc biệt nhx người chs game như tui shop hỗ trợ nhiệt tình xài bền hay ko thì tui ko bt nhma với tầm giá này thì thấy rất ổn,trnthbchhnh650,1747564107
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-06-27,k550 đen trắng V9,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:nhiều led đẹp gọn

Phím bấm êm siêu nhiều led chỉ có hơn 200k mà dc 1 con phím ngon như vậy nên mua nếu có lần sau sẽ mua tiếp..",hoangtrn079,1751032383
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-04-01,K550 Trắng Đen plus,"Tính năng nổi bật:có đèn đẹp
Chất lượng sản phẩm:tốt

Shop giao hàng nhanh chóng đúng sản phẩm sẽ ủng hộ lần sau hình ảnh mang tính chất nhận xu",n*****5,1743473255
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-12-13,Trắng HT Q82 V9,"Nay là đúng 1 tháng dùng mới đánh giá cho chắc.

350k keycap đẹp xuyên led/ có phím vặn volume, led rainbow thôi nhưng vẫn chấp nhận được :))
ghõ cũm êm không ồn như  blue",chanchannnnn11,1765628210
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-08-15,K81 Trắng pin 8000,"Tính năng nổi bật:ngon , bổ, rẻ
Chất lượng sản phẩm:tốt

dùng bàn phím cơ này xong dùng lại bàn phím thường k quen vì nó quad ngon, hỏi ngu vc mà shop vẫn nhiệt tình trl mới ảo, ae tay bẩn hay bụi nhiều thì dùng màu đen đi, màu trắng nó k bám nhưng rớt dưới kẹt lười vệ sinh lắm, nói chung với cảm nhận của riêng tôi thì lần đầu chs bàn phím mua đc con này là thấy ổn r🫦",v14a3n2008,1755271783
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-12-12,BD61ĐenTrắng Hotswap,"Âm thanh:Âm thanh nghe đã tai
Độ bền:Phải dùng ms biết

Sản phẩm dùng ok. Màu led sặc sỡ. Gõ nghe đã tai. Shop tư vấn nhiệt tình",nguyenvanphat309,1765521419
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-07-27,Đen HT Q82 V9,"Chất lượng sản phẩm:sp hoàn thiện tốt trong tầm giá
Tính năng nổi bật:màu led đẹp nha

Phím gõ khá mượt nên mua nhé 👌🏻( Thật ra thì nó ko hoàn thiện hẳn như trên hình đâu nhưng đẹp nhé mng, gõ cũng thích nữa nên mua )",bhjjjgghj,1753601588
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-08-27,61 phím cơ trục xanh,Bàn phím đẹp gõ rất êm phím nảy rất ưng ý sẽ ủng hộ shop 5 sao và ủng hộ lâu dài,hoangbuihuy298,1724733367
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-07-07,Đen Ghi Q82 V9,"Chất lượng sản phẩm:ko hỏng hóc, bảo quản tốt
Tính năng nổi bật:cần khám phá thêm

Nút bấm ổn, ko bị thiếu chữ, nhạy,tiếng phê,còn phải để thời gian trả lời nói chung là hợp với giá tiền",lam.net.88,1751853541
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-11-17,,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:ko cs

Bàn phím đẹp tiếng bấm nghe hay màu sắc sang, ns chung rất ok đáng để thử",thanhtrcthanhmaiphm,1731856937
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-07-13,81 phím cơ trục xanh,"Tính năng nổi bật:ngon bổ rẻ
Chất lượng sản phẩm:bền mà ko thể hotswats nha

Sản phẩm sài ngon nhưng lại khác mô tả ở chỗ nút capslock trong mô tả là nút caps cơ mà shop nhưng vì rẻ nên tâm đc",cngkininh,1720869499
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-04-13,81 phím cơ trục xanh,"Tính năng nổi bật:blue switch
Chất lượng sản phẩm:nhựa build ổn

Mã bàn phím là WY87 5v 100mA, loại 87 phím này sài dây liền",b*****0,1713000116
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-07-09,61 phím cơ trục xanh,"Tính năng nổi bật:blue switch

Về vấn đề sản phẩm thì đây chỉ là hàng rep 1:1 nhưng với giá săn đc là 198k thì quá là ngon rồi còn bền thì chưa biết nhưng lúc hàng về thì tất cả các phím đều dùng đc test game thì kỹ năng ngu nhưng bàn phím ổn 🤡",agzcqxjj42,1720536269
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2025-07-25,Xám Q82 V9,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:khum biet

Tiếng cũng oke giá êm giao cũng nhanh nữa nói chung oke lứm",thanhbnh183,1753433789
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-10-02,61 phím cơ trục xanh,"Tính năng nổi bật:sướng tai
Chất lượng sản phẩm:ngon bổ rẻ

Với 200k nhưng này vẫn gọi là ok. Sp đúng hình ảnh tuy nhiên led là Rainbow thôi nhé",n*****5,1727882260
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-08-04,K82 GIẢCƠ TRẮNG XANH,"Tính năng nổi bật:.
Chất lượng sản phẩm:.

xài khá tốt đặt được lâu rồi vẫn chưa thấy bị gì cũng khá ok xứng đáng với giá tiền nha nên thử",nguyen_ngoc_vinh,1722745149
bàn phím cơ custom,https://shopee.vn/B%C3%A0n-ph%C3%ADm-c%C6%A1-c%C3%B3-d%C3%A2y-Q82-V9-red-switch-hotswap-3pin-m%E1%BA%A1ch-ng%C6%B0%E1%BB%A3c-nhi%C3%AAuch%E1%BA%BF-%C4%91%E1%BB%99-led-%C4%91a-ch%E1%BB%A9c-n%C4%83ng-ch%C6%A1i-game-l%C3%A0m-vi%E1%BB%87c-v%C4%83n-ph%C3%B2ng-i.495383423.24462090513?extraParams=%7B%22display_model_id%22%3A248165283519%2C%22model_selection_logic%22%3A3%7D&sp_atk=439c476d-1672-40a3-a4e1-12439a2d9f1f&xptdk=439c476d-1672-40a3-a4e1-12439a2d9f1f,5,2024-10-26,61 phím cơ trục xanh,"Tính năng nổi bật:tiếng khá sướng tai
Chất lượng sản phẩm:rất tốt luôn á

Led đẹp âm thanh nghe rất oke nên mua👍",w9iux17ybi,1729910161
