keyword,source_url,rating,date,variant,comment,username,timestamp
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-12-05,Trắng  bản AI + Hộp 🔥🔥🔥,"Chất lượng sản phẩm:ok
Tính năng nổi bật:ok

Giá rẻ, nghe bình thường cũng ok ạ, có cái phiên dịch trực tiếp gì thì mình chưa rõ làm như nào",a*****t,1764910280
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-12-02,Đen  bản thường 🔥🔥,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:nhỏ gọn

Tất cả đều ổn . Chỉ có nghe k dc hay lắm . Tiếng hơi nhỏ .bass yếu . bật Dolby Atmos mà vẫn k ăn thua",h*****2,1764670785
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-12-20,Xanh  bản AI + Hộp 🔥🔥,"Âm thanh:ok
Giảm tiếng ồn:ok

Sản phẩm nói chung rất tốt trong tầm giá phụ kiện kèm theo rất đầy đủ",40xemuzeip,1766209079
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-12-19,Đen  bản AI + Hộp 🔥🔥🔥,"Đồ chất lượng cao, đóng gói kỹ càng, giao hàng rất nhanh
Tai nghe rất tốt, nghe gọi rõ ràng",t*****9,1766103955
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-12-09,Đen  bản AI 🔥🔥🔥,"Chất lượng sản phẩm:ổn
Tính năng nổi bật:tốt

1 tai hơi rè.nhìn chung nhỏ gọn.dịch thì đọp xịt ăn may.ổn áp đấy.tùy theo nhu cầu nhé",a*****u,1765278552
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-02,Đen  bản thường 🔥🔥🔥,"Chất lượng sản phẩm:sản phẩm tốt nghe rõ giảm tiếng ồn

Mọi người nên mua nha  giá cả hợp lí",t*****9,1767353058
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-05,Đen  bản thường 🔥🔥🔥,"Âm thanh:oonr
Giảm tiếng ồn:tott
Thân thiện:nghe tottt

Quý khách đã hủy gia hạn gói ST7K, ưu đãi còn lại của gói ST7K vẫn được sử dụng đến hết chu kỳ. Để biết thông tin các ưu đãi khác, vui lòng bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng.",t*****6,1767579005
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-02,Đen  bản thường 🔥🔥🔥,"Tính năng nổi bật:blueteeth

âm thanh nghe hay,tai nghe đeo êm lắm cả nhà oei nói chung là siêu xứng đáng,giá tiền phải chăng mà chất lượng tốt.Thời gian dùng lâu khoảng mấy tiếng á",c3mpvt70qk,1767357222
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-11,Đen  bản thường 🔥🔥🔥,"Mới nhận hàng đang dùng sản phẩm, ngoại hình đẹp mắt nhé",tuanntpq,1768136950
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-04,Trắng  bản thường,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:tốt

Sản phẩm tốt, giao hàng nhanh. Đóng gói cẩn thận
Mong nghe ổn. 
Sau sẽ qlai. Mn nên mua nhé",huynchu060,1767526800
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-15,Tím  bản thường,"Âm thanh:âm thanh rõ ràng
Giảm tiếng ồn:giảm tiếng ồn
Thiết kế:vừa vặn

Shop giao hàng nhanh, tai nghe đẹp, chất lượng,  còn tặng thêm vài miếng nút tai để thay đổi",xuandanh1302,1768466157
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-11,Đen  bản thường 🔥🔥🔥,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:ổn

giá này chất lượng ổn nên trải nghiệm dung thử nha mn giá rẻ nha nên mua",trchng858,1768067426
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-12-31,Đen  bản thường 🔥🔥🔥,"Âm thanh:ro rang
Giảm tiếng ồn:chuan
Thân thiện:nho gon

Hàng đúng chủng loại. Đáng tiền để mua. Tiếp tục ủng hộ Shop trong những lần tiếp theo. Hình ảnh mang ý nghĩa tượng trưng!",dungdangquang,1767139773
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-12-22,Đen  bản AI 🔥🔥🔥,"Âm thanh:tot
Giảm tiếng ồn:goi dien ro
Thân thiện:vua van, khong dau tai

giá rẻ, nghe hay, nên mua nha mn",xuphm211,1766381106
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-11-30,Đen  bản thường 🔥🔥,"Tính năng nổi bật:chất âm tốt, pin trâu, sạc nhanh
Chất lượng sản phẩm:tốt

Hàng tốt nên mua",doantrunghieu26,1764521305
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-01,Đen  bản thường 🔥🔥🔥,"nghee siuu ổn, cản âm thanh tốt nhee giá gẻ còn tặng sticker nên mua nhá",pipikoto,1767281730
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-11-24,Trắng  bản thường,"Tính năng nổi bật:nghe nhạc
Chất lượng sản phẩm:tốt

Tất cả mọi thứ đều ổn nm đôi lúc k kết nối đc Bluetooth còn lại vs mức giá này tui hài lòng recommended cho MN mua nhe",khiul349,1763989268
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2025-11-29,Đen  bản thường 🔥🔥,"Giao nhanh, đóng gói cẩn thận, cần gỡ 2 miếng dán trong hộp đựng để sạc tầm 15p sẽ kết nối được",dungvu0903,1764434090
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-09,Xanh  bản thường,Hàng ok shop đóng gói cẩn thận vận chuyển nhanh . Lần sau có mua lại sẽ quay lại ủng hộ shop . Môt hai ba bốn năm sáu bảy tám chín,dothanhtien1986,1767959997
tai nghe chống ồn,https://shopee.vn/MINISO-MS105-AI-Video-Tai-nghe-phi%C3%AAn-d%E1%BB%8Bch-HIFI-Tai-nghe-Bluetooth-V6.0-Ch%E1%BB%91ng-%E1%BB%93n-ENC-Tai-nghe-kh%C3%B4ng-d%C3%A2y-Ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-IPX5-Tai-nghe-th%E1%BB%83-thao-i.854443946.50801291756?extraParams=%7B%22display_model_id%22%3A262150725856%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5805f94-2dfa-43b8-b317-c25694d7d6b0&xptdk=a5805f94-2dfa-43b8-b317-c25694d7d6b0,5,2026-01-15,Đen  bản thường 🔥🔥🔥,"1 tai nghe tầm được 3-4 tiếng mới phải sạc 1 lần. Tai nghe êm, mình rất ưng.",ngoc_nguyen.0893,1768471952
