keyword,source_url,rating,date,variant,comment,username,timestamp
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,2,2025-09-06,,"Tính năng nổi bật:giống đồ chơi trẻ con
Chất lượng sản phẩm:quá tệ
Đúng với mô tả:ko giống như mô tả

Hàng ko giống như mô tả để trên thông tin 30cm mua về đo lại ko được 20cm lúc mua nhắn tin hỏi shop shop ko thèm trả lời thất vọng quá",phong51140,1757142846
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,2,2025-07-19,,"Chất lượng sản phẩm:không ok
Đúng với mô tả:nhìn nhỏ hơn sản phẩm
Tính năng nổi bật:hút tạm ổn

K sách hướng dẫn, máy chạy rất yếu.
Dây sạc k có. Đề nghị shop trả lời",n*****9,1752934877
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,1,2025-05-19,,Chất lượng sản phẩm:hàng kg đúng quản cáo nhé mọi người,czm8vdlr3f,1747643374
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,3,2025-06-28,,"Đúng với mô tả:không đúng

Mặc dù sản phẩm rẻ tiền thì ko đòi hỏi nhiều được. Nhưng hàng không đúng mô tả. 1 không có lịch trình dọn dẹp, nó chạy loạn tự do nếu không gian lớn là thua, 2 ko có trạm sạc tự động, 3 ko có chống rơi, 4 ko có remote. Mới mua về ko khởi động đc mà shop hỗ trợ quá lâu mình phải tự sửa luôn.",chech_dung,1751070879
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,1,2025-06-21,,"Tính năng nổi bật:chạy 30 phút hết pin, cắm nạp 1 giờ bật không chạy, nạp tiếp 1 giờ nữa cũng k chạy luôn k biết sao? cửa hàng có thể tư vấn?",znmr9h43n1,1750500604
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,1,2025-08-14,,Shop chỉ dạ dạ và dạ khi khách trình bày vấn đề. Dùng đc đúng 1 lần rồi không chạy nữa. Nói chung là mình bực thái độ chăm sóc khách hàng.,nhoc_tieuphuong,1755136491
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,1,2025-08-25,,Shop giao thiếu sạc. Nhắn vài lần mà ko giải quyết. Chưa dùng nên chưa đánh giá đc chất lượng nhưng dịch vụ thì kém.,nachi2405,1756109589
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,3,2025-07-21,,"Chất lượng sản phẩm:Chỉ chạy thẳng, gặp vật cản đứng yên
Đúng với mô tả:ko
Tính năng nổi bật:hút ok",quoctruong201095,1753064056
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,1,2026-01-07,,"Bảo giao màu đen lại giao màu trắng, lỏ , đã dặn đi dặn lại mấy lần rồi mà vẫn giao màu trắng.",vnchinl654,1767788698
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,2,2025-06-12,,"Chất lượng sản phẩm:dùng đc 1 lần đã hư,ko hoạt động đc...",hngnguyt610,1749680666
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,1,2025-07-19,,"Robot đã qua xử dụng cũng lấy giao cho khách hàng. Trong hộp chứa bụi còn nguyên bụi bẩn, nhìn giẻ lau thì biết.",huannguyenkhac,1752907604
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,1,2025-09-20,,"Đúng với mô tả:hang lỗi
Tính năng nổi bật:không
Chất lượng sản phẩm:không

Chăm sóc khách hàng cực kỳ kém, nhận hàng thấy hàng lỗi nt shop thì đến ngày hôm sau dạ dạ rồi mất tích. K thèm báo đổi trả hàng ra sao. Lần đầu gặp shop như vầy.",jerryjay010,1758358901
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,2,2025-11-30,,Sài đúng 1 tùan giờ k xoay nữa,pk3py3q92a,1764493391
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,2,2025-03-04,,Chạy dc lúc là cứ chạy vòng tròn,thuyhoan202,1741059356
robot hút bụi mini,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,3,2025-05-20,,Sản phẩm không vừa ý,2j8z4j5jml,1747731847
