username,rating,comment,variant,timestamp,date,keyword,source_url
n*****6,5,"Tính năng nổi bật:tốt
Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng

Đồng hồ đẹp,nhiều tính năng",Trắng,1745389327,2025-04-23,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
phongtk2,5,Sản phẩm đẹp nhìn cũng chất lượng,Hồng,1763630841,2025-11-20,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
1t66w3nwcu,5,sản phẩm vừa ý đáng để mua với giá thành sp ạ,Đen,1747743607,2025-05-20,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
hongthoi178,5,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:đẹp",Đen,1763446098,2025-11-18,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
2u3r4jhiqe,5,"Cứ tưởng đh xem đc fb nhưng chỉ xem đc tin nhắn vs các chức năng khác.Nói chung là đc,nên tham khảo trc khi mua..",Đen,1742301072,2025-03-18,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
cycypham206,5,110k cái phần nhựa hồng đeo nghe mùi khá kinh ý mk nghĩ kh tốt khi ngửi đâu lâu dần sẽ bị ảnh hưởng ấy mn đeo chơi chơi thì đc chứ đừng để lâu quá kh tốt đâu đồng hồ này thì mk chỉ xem h th chứ mạng wf thì kh có đâu mn ơi chủ yếu về chụp ảnh phông bạt th:)),Hồng,1762065406,2025-11-02,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
z07_lamrn7,5,"Tính năng nổi bật:tinh nổi bận đồng hồ blutruc cũng bình thường ko có j hết
Đúng với mô tả:hàng mô tả đúng với mô trả trên shop bán dùng chơi cũng đc
Chất lượng sản phẩm:chất lượng sản phẩm giữ j thì nó ko hư dễ va đập

Shop đóng gói cẩn thận nha",Đen,1767784768,2026-01-07,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
thanhnhan20052020,5,"Chất lượng sản phẩm:h
Tính năng nổi bật:h
Đúng với mô tả:h

Không may mắn xuất thân từ một gia đình giàu có, nhưng may mắn xuất thân từ một gia đình có cha mẹ luôn khuyên bảo, kiên nhẫn và tự mình nỗ lực..",Đen,1768611796,2026-01-17,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
dzdangtuankiet,4,"Sao Mình Đặt Màu Đen Sao Shop giao màu trắng ạ 
kh bấmm ket noi bluetooth duoc ạ",Đen,1758704012,2025-09-24,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
teteboanh,1,Sản phẩm lỗi đã liên hệ với người bán và không được hỗ trợ đổi. Chất lượng hàng kém,Trắng,1748689442,2025-05-31,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
hanhcuonglong,1,Đuoc 3 bữa hỏng,Đen,1762832819,2025-11-11,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
trinhhong760,1,Mở ra bị thấy bị vỡ luôn chán,Đen,1765892277,2025-12-16,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
t*****r,5,"Hàng đúng mô tả. Vỏ thép chắc chắn. Sản phẩm đẹp. Vừa với giá tiền đồng hồ xin sò so với giớ tiền nha. thiết kế đẹp. dễ dàng thay dây.  chức năng dễ sử dụng, có nghe gọi, kết nối điện thoại, theo dõi sức khỏe, .",Đen,1742304251,2025-03-18,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-Nghe-G%E1%BB%8Di-Bluetooth-T800-ProMax-vi%E1%BB%81n-th%C3%A9p-Thay-h%C3%ACnh-n%E1%BB%81n-D%C3%A0nh-cho-m%E1%BB%8Di-l%E1%BB%A9a-tu%E1%BB%95i-tu%E1%BB%95i-i.1411623586.28223444803?extraParams=%7B%22display_model_id%22%3A129238378528%2C%22model_selection_logic%22%3A3%7D&sp_atk=afda626c-a356-4e5f-acd1-b31f65323c0b&xptdk=afda626c-a356-4e5f-acd1-b31f65323c0b
c*****5,5,"Tính năng nổi bật:nhiều
Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng

Nên mua nha mn. Shop trl nhiệt tình. Đóng hàng cẩn thận. Giao nhanh lắm, mới đặt hqua mà hnay đã về roi",T800 PRO MAX TRẮNG,1740313287,2025-02-23,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-T2000-Promax-T700-Promax-T900-T800-promax-Vi%E1%BB%81n-th%C3%A9p-c%C3%B3-game-l%E1%BB%8Bch-m%C3%A1y-t%C3%ADnh-%C4%90o-nh%E1%BB%8Bp-Tim-i.266761655.18531312986?extraParams=%7B%22display_model_id%22%3A173955615122%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7bb7bb2-2040-4146-8019-5888b20b5b49&xptdk=f7bb7bb2-2040-4146-8019-5888b20b5b49
thiphngmai093,5,"Chất lượng sản phẩm:rất tôt
Tính năng nổi bật:xem giờ
Đúng với mô tả:đúng với mô tả

Đồng hồ rất tốt bin cũng được lâu lần sau sẽ ủng hộ mua cho shop",T800 PRO MAX ĐEN,1754490678,2025-08-06,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-T2000-Promax-T700-Promax-T900-T800-promax-Vi%E1%BB%81n-th%C3%A9p-c%C3%B3-game-l%E1%BB%8Bch-m%C3%A1y-t%C3%ADnh-%C4%90o-nh%E1%BB%8Bp-Tim-i.266761655.18531312986?extraParams=%7B%22display_model_id%22%3A173955615122%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7bb7bb2-2040-4146-8019-5888b20b5b49&xptdk=f7bb7bb2-2040-4146-8019-5888b20b5b49
doantkehi,5,"Sản phẩm giống như hình ảnh trên Shopee. Rất hài lòng và sẽ quay lại lần sau nha!

Sản phẩm dễ sử dụng, có ghi chú hướng dẫn rõ ràng. Tôi vô cùng hài lòng với lần mua sắm này.",T800 PRO MAX HỒNG,1743093334,2025-03-27,đồng hồ thông minh thể thao,https://shopee.vn/%C4%90%E1%BB%93ng-H%E1%BB%93-Th%C3%B4ng-Minh-T2000-Promax-T700-Promax-T900-T800-promax-Vi%E1%BB%81n-th%C3%A9p-c%C3%B3-game-l%E1%BB%8Bch-m%C3%A1y-t%C3%ADnh-%C4%90o-nh%E1%BB%8Bp-Tim-i.266761655.18531312986?extraParams=%7B%22display_model_id%22%3A173955615122%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7bb7bb2-2040-4146-8019-5888b20b5b49&xptdk=f7bb7bb2-2040-4146-8019-5888b20b5b49
