clean_comment,label,comment,rating,source_url,keyword,date
tính_năng nổi_bật đồ_chơi trẻ_con chất_lượng sản_phẩm tệ mô_tả ko mô_tả hàng_không mô_tả thông_tin 30 cm mua đo 20 cm mua nhắn_tin cửa_hàng cửa_hàng thèm trả_lời thất_vọng,0,"Tính năng nổi bật:giống đồ chơi trẻ con
Chất lượng sản phẩm:quá tệ
Đúng với mô tả:ko giống như mô tả

Hàng ko giống như mô tả để trên thông tin 30cm mua về đo lại ko được 20cm lúc mua nhắn tin hỏi shop shop ko thèm trả lời thất vọng quá",2,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-09-06
"chất_lượng sản_phẩm mô_tả sản_phẩm tính_năng nổi_bật hút tạm ổn sách hướng_dẫn , máy chạy yếu . dây sạc . đề_nghị cửa_hàng trả_lời",0,"Chất lượng sản phẩm:không ok
Đúng với mô tả:nhìn nhỏ hơn sản phẩm
Tính năng nổi bật:hút tạm ổn

K sách hướng dẫn, máy chạy rất yếu.
Dây sạc k có. Đề nghị shop trả lời",2,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-07-19
chất_lượng sản_phẩm hàng kg quản_cáo,0,Chất lượng sản phẩm:hàng kg đúng quản cáo nhé mọi người,1,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-05-19
"mô_tả mặc_dù sản_phẩm rẻ_tiền đòi_hỏi . hàng_không mô_tả . 1 lịch_trình dọn_dẹp , chạy_loạn tự_do không_gian thua , 2 trạm sạc tự_động , 3 chống rơi , 4 remote . mua khởi_động cửa_hàng hỗ_trợ sửa .",1,"Đúng với mô tả:không đúng

Mặc dù sản phẩm rẻ tiền thì ko đòi hỏi nhiều được. Nhưng hàng không đúng mô tả. 1 không có lịch trình dọn dẹp, nó chạy loạn tự do nếu không gian lớn là thua, 2 ko có trạm sạc tự động, 3 ko có chống rơi, 4 ko có remote. Mới mua về ko khởi động đc mà shop hỗ trợ quá lâu mình phải tự sửa luôn.",3,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-06-28
"tính_năng nổi_bật chạy 30 phút pin , cắm_nạp 1 bật chạy , nạp tiếp 1 chạy ? cửa_hàng có_thể tư_vấn ?",0,"Tính năng nổi bật:chạy 30 phút hết pin, cắm nạp 1 giờ bật không chạy, nạp tiếp 1 giờ nữa cũng k chạy luôn k biết sao? cửa hàng có thể tư vấn?",1,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-06-21
cửa_hàng chỉ_dạ_dạ trình_bày vấn_đề . 1 chạy . nói_chung bực_thái_độ chăm_sóc khách_hàng .,0,Shop chỉ dạ dạ và dạ khi khách trình bày vấn đề. Dùng đc đúng 1 lần rồi không chạy nữa. Nói chung là mình bực thái độ chăm sóc khách hàng.,1,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-08-14
cửa_hàng giao sạc . nhắn giải_quyết . đánh_giá chất_lượng dịch_vụ kém .,0,Shop giao thiếu sạc. Nhắn vài lần mà ko giải quyết. Chưa dùng nên chưa đánh giá đc chất lượng nhưng dịch vụ thì kém.,1,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-08-25
"chất_lượng sản_phẩm chạy thẳng , vật_cản đứng yên mô_tả ko tính_năng nổi_bật hút",1,"Chất lượng sản phẩm:Chỉ chạy thẳng, gặp vật cản đứng yên
Đúng với mô tả:ko
Tính năng nổi bật:hút ok",3,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-07-21
"bảo giao màu đen giao màu trắng , lỏ , dặn đi dặn mấy giao màu trắng .",0,"Bảo giao màu đen lại giao màu trắng, lỏ , đã dặn đi dặn lại mấy lần rồi mà vẫn giao màu trắng.",1,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2026-01-07
"chất_lượng sản_phẩm 1 hư , ko hoạt_động đc ...",0,"Chất lượng sản phẩm:dùng đc 1 lần đã hư,ko hoạt động đc...",2,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-06-12
"robot xử_dụng giao khách_hàng . hộp chứa bụi nguyên bụi bẩn , giẻ_lau .",0,"Robot đã qua xử dụng cũng lấy giao cho khách hàng. Trong hộp chứa bụi còn nguyên bụi bẩn, nhìn giẻ lau thì biết.",1,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-07-19
"mô_tả hang lỗi tính_năng nổi_bật chất_lượng sản_phẩm chăm_sóc khách_hàng cực_kỳ kém , hàng hàng lỗi như_thế cửa_hàng hôm sau_dạ_dạ mất_tích . thèm báo đổi hàng . đầu cửa_hàng như_vầy .",0,"Đúng với mô tả:hang lỗi
Tính năng nổi bật:không
Chất lượng sản phẩm:không

Chăm sóc khách hàng cực kỳ kém, nhận hàng thấy hàng lỗi nt shop thì đến ngày hôm sau dạ dạ rồi mất tích. K thèm báo đổi trả hàng ra sao. Lần đầu gặp shop như vầy.",1,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-09-20
sài 1 tùan xoay,0,Sài đúng 1 tùan giờ k xoay nữa,2,https://shopee.vn/Robot-h%C3%BAt-b%E1%BB%A5i-SWEEPIN-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-l%C3%A0m-s%E1%BA%A1ch-m%E1%BB%8Di-ng%C3%B3c-ng%C3%A1ch-trong-nh%C3%A0-c%E1%BB%A7a-b%E1%BA%A1n-i.1343911260.27169226449?extraParams=%7B%22display_model_id%22%3A420408971570%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98&xptdk=c93b0cac-3b18-498a-bc1f-7c388aa1ab98,robot hút bụi mini,2025-11-30
